,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
63873,7uC6Jn2gAAgtwc116o0fSf,Yabai T-Shirts Yasan,We love Tank-top,喜志駅周辺なんもない,32,152106,False,0.402,0.952,11,-1.387,0,0.246,0.000713,3.93e-05,0.611,0.446,191.989,4,j-rock
38573,4UF1eupXP9Zz5GpYepyOxI,The Strokes,First Impressions Of Earth,Razorblade,57,208133,False,0.394,0.859,9,-3.851,1,0.0409,0.00201,0.233,0.1,0.511,136.075,5,garage
6817,2nwRXd3fmil7B1yN6fThYA,Månegarm,Vredens tid,Dödens strand,17,305080,False,0.178,0.818,7,-7.186,0,0.0475,0.000268,0.0368,0.405,0.536,148.159,4,black-metal
65786,6EfGUQtLk3xVc64tk8ihTL,Ilaiyaraaja,Muthal Mariyathai (Original Motion Picture Soundtrack),Hey Kiliyirukku,46,68205,False,0.803,0.572,0,-9.308,1,0.205,0.811,0.00338,0.0962,0.79,112.478,3,k-pop
110994,3B3eQO2U5mWSO8HXfdWumg,NG Rezonance,"Syncopy Radio Edits, Vol. 1",Drop Set - Radio Edit,28,159428,False,0.39,0.992,4,-7.631,0,0.0742,0.00647,0.981,0.101,0.37,139.956,4,trance
72243,6shny2UVkpaLc7jEKEoePa,Bring Me The Horizon;Halsey,Music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn Too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~GO TO,¿ (feat. Halsey),53,313344,False,0.51,0.789,2,-6.384,1,0.116,0.00799,0.674,0.838,0.13,155.971,4,metalcore
79869,2FqPT4G4ygSSRTerAfyUD6,Carla Simmons,In Faith,Underverse,51,192842,False,0.315,0.0192,8,-29.55,0,0.0484,0.983,0.938,0.107,0.138,66.861,3,piano
58011,0JtccJIQR0zb4t2SSdsGeN,Marilyn Manson,Halloween Scary Party,Sweet Dreams (Are Made Of This),0,293293,False,0.221,0.664,0,-5.242,0,0.0379,0.0039,0.657,0.239,0.101,186.044,4,industrial
37948,4sbR19WEgjJUfRsU1z2DY2,Mikezin;Greezy,Suco de Fruta,Suco de Fruta,43,140487,True,0.852,0.745,3,-6.821,0,0.221,0.772,1.73e-05,0.116,0.779,123.038,4,funk
100025,1HxNA8JjIIfVGqMr7Jm59f,Los Caligaris,Circología,Mejilla Izquierda,50,229280,False,0.757,0.888,9,-5.636,1,0.156,0.132,0.0,0.139,0.543,150.079,4,ska
77230,3MYU524SJaZ733TNHTfMzI,Kamisa 10,Na Vibe do K10 - EP 1 (Ao vivo),Sentada Malvada - Ao vivo,48,168810,False,0.754,0.755,2,-6.681,0,0.0326,0.751,0.0,0.383,0.864,129.919,4,pagode
111709,0CPEvRFKdvpK0veEeY56T6,Bonobo,Flashlight EP,Flashlight,42,330089,False,0.679,0.95,0,-6.76,1,0.0614,0.0707,0.948,0.114,0.0495,119.905,4,trip-hop
63826,1uekuY2LCOUwsHhh8oPTrB,オレンジスパイニクラブ,イラつくときはいつだって,敏感少女,33,244946,False,0.342,0.909,4,-3.426,1,0.207,0.0133,0.0,0.104,0.337,145.486,4,j-rock
112869,3kVFYB1LkUYH4Q8cjpIJq6,Sagopa Kajmer,Romantizma,Leyli,37,197696,False,0.856,0.596,8,-6.388,0,0.207,0.391,6.49e-06,0.104,0.578,94.973,4,turkish
23618,4K84p5DmcoUm3pp64qzkHY,Buray,Sahiden,Mecnun,51,200272,False,0.72,0.687,4,-6.664,0,0.069,0.17,0.0,0.0794,0.85,93.012,4,deep-house
86909,25JWyDp4DkZpRzChZKHiPw,ELLEGARDEN,ジターバグ,Cakes And Ale And Everlasting Laugh,36,184173,False,0.382,0.945,2,-2.897,1,0.067,0.000486,0.0,0.0481,0.314,154.96,4,punk
69284,2FHfIzgK8WnvI7XD2InXFZ,Mathan;Naven,Intha Vechiko,Outro,35,198113,False,0.723,0.69,4,-8.052,1,0.0918,0.376,4.25e-05,0.299,0.64,106.008,4,malay
29607,3SwGckHGs2JAMsRMOsYfN4,Fairlane;Nevve,Wildfire,Wildfire,38,217263,True,0.593,0.67,11,-6.802,0,0.0354,0.301,0.0,0.157,0.298,95.025,4,dubstep
45732,2cdBD7mHvHTpIFnvxpPI86,Keola & Kapono Beamer,Honolulu City Lights,Kamakani Ka Ili Aloha,21,208626,False,0.368,0.0999,0,-17.799,1,0.0429,0.931,0.000237,0.102,0.25,107.748,4,guitar
85217,3LQatEMf343BKjWVzj2tuh,Virus,Locura,Dicha Feliz,44,213040,False,0.663,0.35,7,-10.513,1,0.0294,0.142,0.00276,0.123,0.179,76.111,4,punk-rock
30454,5Qjv35Ja2TDt9CXRRo51hh,DJ Snake;Justin Bieber,Encore,Let Me Love You,50,205906,False,0.492,0.714,8,-5.327,1,0.0442,0.0838,3.11e-05,0.13,0.146,99.602,4,edm
21315,18t2ofQiViidZHxOBVjpD1,Tiwa Savage,Celia,Koroba,61,153876,False,0.85,0.645,11,-6.302,0,0.0611,0.358,1.12e-05,0.0925,0.93,104.022,4,dancehall
93039,4IHOj2rlSMPCRfdUtbu9Ky,Ivan Rebroff,Best of Ivan Rebroff (18 Hits),Tschorny woron,12,205706,False,0.226,0.382,2,-11.413,0,0.0334,0.987,0.165,0.329,0.447,81.16,4,romance
41720,3KZ7z3H3OZcQ5t6yLkK6pA,Lacuna Coil,Comalies (Deluxe Edition),Humane,20,252893,False,0.414,0.787,7,-2.833,0,0.0351,0.00132,0.0561,0.147,0.189,120.087,4,goth
73556,1dq3ZQFncnnf8l79opj1Un,Oliver Schories,Cliff,Cliff,39,267158,False,0.853,0.575,7,-10.898,1,0.0618,0.00673,0.856,0.0723,0.425,122.004,4,minimal-techno
6880,4z2GRuRAPbN7mhuz6eH0DY,Belphegor,Blood Magick Necromance,Sado Messiah,17,230760,True,0.341,0.924,5,-4.684,0,0.0902,1.06e-06,1.43e-06,0.447,0.0305,123.909,4,black-metal
32387,5v08rOeaJwVIpllUkIRCMI,Miranda!,Sin Restricciones,Traición,39,182960,False,0.776,0.895,9,-4.087,0,0.0476,0.0394,0.00267,0.0901,0.844,132.003,4,electronic
45153,6mueyqJyIsSTHJBZaR6b2n,John A. Nilson,Tarregas Bodega,Tarregas Bodega,50,89698,False,0.579,0.0612,9,-18.955,1,0.207,0.907,0.685,0.0906,0.0383,147.056,5,guitar
43916,7hkd3f04TLVIDLjnkaQKv1,Paul Lock,Love Of Yesterday,Love Of Yesterday,41,217002,False,0.602,0.891,0,-4.764,1,0.0354,0.0201,0.516,0.0716,0.772,120.002,4,groove
107962,6eDYgjKl4vUgRusxb7THDu,Spandau Ballet,Gold - The Best of Spandau Ballet,True - Single Edit,59,329146,False,0.742,0.533,0,-9.098,1,0.0288,0.459,0.148,0.064,0.391,97.395,4,synth-pop
68279,0n5ZqJlvj8IzEh0v70tTKD,Don Omar,Halloween con perreito,Pobre Diabla,0,255680,False,0.741,0.787,5,-6.228,1,0.0525,0.217,0.0179,0.0835,0.771,91.993,4,latino
10471,1qCeYzM30kxUwppYNx3Pho,Audio Bullys,Generation,I Won't Let You Down,14,342173,False,0.519,0.766,1,-5.012,0,0.0616,0.168,0.342,0.125,0.183,119.965,4,breakbeat
50797,4NbIJpyZxNNtILhxJVEUrG,Rata Blanca,VII,La canción del sol,21,257279,False,0.243,0.697,4,-5.225,1,0.0344,0.00923,1.76e-05,0.149,0.299,167.093,4,heavy-metal
93809,6zlRBuvJ4wjPr51wiiDCMW,"Группа ""Загадка""","20 лучших ресторанных песен. Ой, цветет калина",Одинокая гармонь,1,209933,False,0.396,0.312,9,-8.374,0,0.0331,0.815,0.0,0.0594,0.347,142.454,4,romance
19225,6lDWfsPviEeDc5xexjPOzF,Keith Urban;P!nk,Tailgate Country,One Too Many,0,203800,False,0.702,0.53,4,-6.403,1,0.0558,0.211,0.0,0.396,0.561,82.983,4,country
109988,3dRjPo78q6rb7vaRElKNRl,Boris Brejcha;Ginger,Never Stop Dancing (feat. Ginger),Never Stop Dancing (feat. Ginger) - Edit,45,207360,False,0.741,0.42,2,-10.775,1,0.0656,0.00476,0.86,0.0864,0.191,125.022,4,techno
12857,1yR6ZAG1jdQmlqhs0lbPsu,Eason Chan,What's Going On...?,白玫瑰,39,240173,False,0.492,0.529,9,-7.545,0,0.0334,0.585,0.00114,0.13,0.35,127.855,4,cantopop
77072,5DMZgOgYuMIsyewofxvJzs,Ferrugem,Ferrugem em Casa 2 (Bloco 1) [Ao Vivo],Até que enfim / Pra você acreditar / Paciência - Ao Vivo,53,266822,False,0.383,0.761,1,-6.511,1,0.0902,0.391,0.0,0.511,0.745,155.967,4,pagode
7670,7694TGKbgXvMPukPsbvWpH,Keller & The Keels,Thief,Sex and Candy,23,137893,False,0.59,0.403,11,-11.246,0,0.0421,0.704,7.37e-05,0.111,0.574,99.612,4,bluegrass
58257,3sxNhARfL8uj7NlMqwF61p,Marilyn Manson,Heaven Upside Down,SAY10,52,258519,False,0.601,0.741,2,-6.424,1,0.0698,0.000989,0.00237,0.053,0.129,126.963,4,industrial
62169,4OQq1bcP12GQQXJNupxqfR,YUI,HOLIDAYS IN THE SUN,again,66,254346,False,0.595,0.83,4,-3.836,0,0.0379,0.046,0.0,0.361,0.494,139.922,4,j-pop
80143,1wIfq9Zul77qAtokyLTlXr,Harris Jayaraj;Karthik;VV Prassanna,Vaaranam Aayiram (Original Motion Picture Soundtrack),Ava Enna,66,318493,False,0.594,0.454,5,-9.422,0,0.0755,0.497,3.83e-05,0.0736,0.705,133.825,4,pop-film
61460,1CMWCsrQYHhnfe4VZA2pNa,SCANDAL,Stamp!,Flashback No.5,22,235880,False,0.459,0.947,7,-1.715,1,0.162,0.00693,0.0,0.0719,0.473,164.06,4,j-idol
73735,3Uto0giI75nJh6wFejmyPm,Kölsch,1977,Eiswinter,19,309677,False,0.731,0.753,2,-7.258,1,0.497,0.00991,0.0371,0.218,0.464,123.962,4,minimal-techno
19591,1ASgWE2xwIXQmniMfwvOL9,Chris Janson,Laidback Country,Holdin' Her,0,244546,False,0.353,0.574,2,-5.126,1,0.0331,0.426,2.27e-05,0.0939,0.386,117.577,3,country
21517,1AmHzKHHpcpAtinzDCik2o,Apache Indian;A.R. Rahman,Dance Hits Of A. R. Rahman,"No Problem (From ""Love Birds"")",19,371822,False,0.914,0.481,1,-16.193,1,0.226,0.0235,2.35e-06,0.094,0.498,104.03,4,dancehall
81193,69xohKu8C1fsflYAiSNbwM,BTS,Proof,Run BTS,84,204939,False,0.724,0.818,8,-3.747,1,0.168,0.0201,0.0,0.0358,0.696,77.004,4,pop
56440,0u4cP9yYgDFaWqNo32PZzR,Maisie Peters,Relaxing Pop,Favourite Ex,1,201694,False,0.398,0.177,5,-10.277,1,0.0374,0.718,0.0,0.139,0.22,175.098,3,indie-pop
19735,3HCcxZ6iz9HtoRRL0KgMlZ,Ashley McBryde,Easy Country,A Little Dive Bar in Dahlonega,0,209080,False,0.651,0.479,1,-6.192,1,0.0447,0.426,0.0,0.151,0.575,145.979,4,country
112622,0UAUIhvxs5Zl2QKPDSpMq3,Şanışer;Sokrat St,Umut,Bıktım Dünyadan,40,201618,True,0.667,0.753,1,-9.955,1,0.16,0.42,0.0,0.106,0.406,127.904,4,turkish
14623,1FG2CSLOJWhi0By1E3ZiD7,Wheels on the Bus,The Wheels on the Bus,The Wheels on the Bus,52,108000,False,0.807,0.189,8,-13.873,1,0.0454,0.694,0.0,0.0828,0.645,84.763,4,children
99918,3h8k8SEZeQX5nVbn94pevh,Anurag Vashisht;Dj Ruchir,Taare 2.O,Taare 2.O,31,232173,False,0.615,0.441,4,-9.684,1,0.024,0.708,0.0,0.0883,0.221,92.059,4,singer-songwriter
69313,0qF4bFjjagE64gloPJu88F,BATE;Blake Rose;Radio3000,One I Love,One I Love,46,220566,False,0.576,0.853,3,-4.32,1,0.0373,0.0219,1.76e-05,0.112,0.188,149.981,3,malay
24596,2Cdr8ZGc9vhBAZvsmftjZK,Underground Resistance,Electronic Warfare 2.0,Charlie Hotel 155,5,439813,False,0.705,0.519,1,-11.384,1,0.0519,4.4e-05,0.0607,0.0451,0.278,120.016,4,detroit-techno
106865,0IQBwszytBLb7GsRm0GwKz,Håkan Hellström,Håkan Boma Ye! (Live),Tro och tvivel (Live),34,413506,False,0.282,0.8,0,-7.11,1,0.0376,0.0769,0.0267,0.922,0.381,128.731,4,swedish
110765,75toOpdBwyysYcyDspID2y,Dash Berlin;Alex M.O.R.P.H.,Oceans (Alex M.O.R.P.H. Remix),Oceans - Alex M.O.R.P.H. Remix,46,186666,False,0.457,0.942,2,-4.493,1,0.0356,0.00291,0.225,0.112,0.133,135.015,4,trance
50607,588TQ8545hoDTJij5yDqa7,Bloodbound,War of Dragons,Tears of a Dragonheart,52,229533,False,0.418,0.965,4,-2.992,0,0.119,0.0591,0.0,0.33,0.377,179.967,4,heavy-metal
60425,3sGIinyzRCCb8VXHRoubOB,Beenie Man,Reggae Max Part 2: Beenie Man,Going Away,22,220133,False,0.583,0.537,1,-9.103,0,0.198,0.088,0.0,0.118,0.527,80.027,4,j-dance
47783,4nOTezy4NW6TNxyvZd724n,Los Miserables,Alegría y Subversión,La Cábala,36,212044,False,0.548,0.942,2,-4.994,1,0.0683,0.108,0.0,0.339,0.746,99.613,4,hard-rock
96920,3XZOrumPtgNclj7gPiPLFs,Tim Maia,Tim Maia (Ao Vivo II),Gostava Tanto de Você (Ao Vivo II),37,207333,False,0.469,0.751,9,-7.672,1,0.277,0.11,0.0,0.762,0.553,93.585,4,samba
23622,1W2eqS5HYJXHIhn7T8lWDZ,Be Svendsen,Nabia,Nabia,47,537164,False,0.879,0.778,10,-10.709,0,0.0557,0.251,0.849,0.0884,0.199,110.003,4,deep-house
100300,1xOHfq1OF3R8DXk5YvwnaY,Panteon Rococo,Tres Veces Tres,Fugaz,39,289893,False,0.704,0.433,9,-10.321,1,0.0355,0.186,0.000514,0.0503,0.497,135.01,4,ska
84457,0VsBG41z2WBk3OmJGz9TYj,Lunatic Soul,Lunatic Soul,Adrift,47,185133,False,0.545,0.569,4,-7.638,0,0.0261,0.395,0.678,0.138,0.513,135.007,4,psych-rock
27401,5utTwbiYVzAQILX18liKiz,NERO,Satisfy,Satisfy,46,284516,False,0.497,0.953,7,-4.249,0,0.12,0.00384,0.411,0.31,0.0486,123.985,4,drum-and-bass
67149,1tJPPxQ18pJL0MnfS4nQZn,J Balvin,Hora del taco sin auto,Morado,2,200666,False,0.881,0.696,11,-3.838,0,0.0797,0.136,4.06e-05,0.0927,0.781,97.002,4,latin
26061,7kh64k3P9Fk4EsA6vOdwmj,Jenifer Lewis;The Pinnacle Gospel Choir,The Princess and the Frog (Original Motion Picture Soundtrack),Dig a Little Deeper,65,167933,False,0.719,0.825,0,-4.26,1,0.0521,0.39,3.75e-06,0.103,0.798,98.023,4,disney
95222,7I7LoiAzaDTCFN3XNnIboG,Tommy Olivencia y Su Orquesta,"Ayer, Hoy, Mañana y Siempre",Dicelo a El,34,251585,False,0.715,0.735,10,-7.409,1,0.12,0.473,0.00116,0.146,0.849,94.817,4,salsa
7653,4KcgeB3zlr1VadVyyRUkGq,Mile Twelve,Bottom Dollar,Bottom Dollar,23,166000,False,0.543,0.468,7,-8.643,1,0.0294,0.51,0.0297,0.311,0.443,135.071,4,bluegrass
47371,2KKLuHN6zDxVnWtFKO8vo4,Iron Maiden,Fear of the Dark (2015 Remaster),Wasting Love - 2015 Remaster,65,351026,False,0.324,0.667,4,-5.373,0,0.0321,0.00562,3.56e-05,0.0873,0.29,142.503,4,hard-rock
61513,5aBf34vKNz11HmvU4rfqHA,Seiko Matsuda,SUPREME,時間旅行,22,268053,False,0.536,0.334,10,-10.39,1,0.0251,0.695,5.42e-05,0.141,0.256,83.967,4,j-idol
28364,0n30h31bEKiIHXXzPbkdqy,ILLENIUM,Take You Down,Take You Down,46,221294,False,0.285,0.694,11,-3.358,1,0.0482,0.511,0.000128,0.374,0.163,170.124,4,dub
83759,6NOWq0oeufS8jQTv1zrZ0I,Swedish House Mafia;Mapei,Paradise Again,Time (feat. Mapei),59,281210,False,0.777,0.696,10,-7.809,0,0.166,0.0209,0.598,0.341,0.529,129.026,4,progressive-house
20825,5wOcahI4cXEAgMsNtT5A2G,Anne-Marie,New Pop Icons,2002,0,186986,False,0.697,0.683,1,-2.881,0,0.116,0.0372,0.0,0.137,0.606,96.134,4,dance
51307,0e9DDb2TnNwSv8lV1EpMuD,Wazir Patar,Notorious,Notorious,62,180000,True,0.829,0.615,9,-5.223,1,0.261,0.0657,0.0,0.0683,0.525,83.93,4,hip-hop
92416,4XPbmXwd2UGRgSqsUjCSup,BOØWY,BOφWY,CLOUDY HEART,31,269053,False,0.635,0.875,11,-6.818,0,0.0723,0.0247,0.00836,0.0794,0.541,157.251,4,rockabilly
100334,5zYOd44weo0Le4VhlM3wmQ,Los Caligaris,Circología,Pero No Puedo,39,131466,False,0.611,0.934,4,-3.905,0,0.0359,0.0669,0.0,0.27,0.962,157.966,4,ska
106426,4HMfyF1N7spvVdWuAzyk3C,Håkan Hellström,Luften bor i mina steg,Trubbel,38,237746,False,0.29,0.571,6,-8.553,0,0.0403,0.362,0.0,0.281,0.518,98.42,4,swedish
75660,7o9RE92xHlgmGpjA2o3DMT,Maire Brennan,Perfect Time,Perfect Time,48,285773,False,0.18,0.273,10,-15.523,1,0.0361,0.847,3.09e-05,0.173,0.103,171.833,4,new-age
95063,3I6T5KLBs4qfj1l0Z2tQsd,Lalo Rodriguez,Era Salsa para Bailar,Ven Devórame Otra Vez,0,314013,False,0.704,0.719,5,-5.353,0,0.0363,0.633,0.000147,0.313,0.961,84.417,4,salsa
51790,3ywjIbXWgG5Vjom6zhA2aP,Anirudh Ravichander;Mohit Chauhan;Shreya Ghoshal,Ethir Neechal (Original Motion Picture Soundtrack),Velicha Poove,57,312280,False,0.526,0.701,5,-6.574,0,0.0552,0.444,2.74e-06,0.0883,0.683,79.744,4,hip-hop
90157,1hQFF33xi8ruavZNyovtUN,Frankie Valli & The Four Seasons,Who Loves You,"December, 1963 (Oh What a Night!)",73,197146,False,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,4,rock-n-roll
7211,3IswQM1dvOq0IfIpien8pZ,The Kentucky Colonels,Long Journey Home,Shuckin' The Corn,26,118000,False,0.25,0.751,7,-10.889,1,0.0364,0.339,0.959,0.954,0.967,161.631,4,bluegrass
336,5PoaNLRYLL7rywHSPUOZs8,JJ Heller,"Big Love, Small Moments","Big Love, Small Moments",52,204293,False,0.582,0.282,0,-9.229,1,0.0316,0.793,2.01e-06,0.0744,0.278,118.019,4,acoustic
94800,1uuI4ovQALuaq9srVZyTDy,Mishaal;Masked Man,Kid Goku,Kid Goku,55,135981,False,0.651,0.317,8,-10.515,0,0.124,0.626,0.784,0.129,0.273,92.807,4,sad
57475,7qH9Z4dJEN0l9bidizW7fq,Novo Amor,Bathing Beach,Anchor,75,257533,False,0.457,0.407,9,-11.475,1,0.0308,0.805,0.884,0.126,0.126,117.053,4,indie
84216,6bIPHR8AJG5HAcn9oF21Ma,Pink Floyd,The Division Bell,Marooned,56,330385,False,0.396,0.341,7,-14.836,1,0.0303,0.384,0.568,0.12,0.148,74.203,4,psych-rock
107189,1AvExk0siZqO5zIUYYzYX3,The Stranglers,Feline/Aural Sculpture/Dreamtime,Skin Deep,41,233186,False,0.638,0.814,9,-8.802,1,0.0312,0.149,0.76,0.12,0.773,128.723,4,synth-pop
699,60Ul9B9xErs1tAikGkBEfL,Mindy Smith,Chillin' It - Mellow Day Country,It's Amazing,0,220213,False,0.612,0.484,9,-9.773,1,0.0319,0.643,0.0,0.118,0.254,138.961,4,acoustic
52543,0iUnfoZqyILZvTb5ffr6q7,George Jones,The Essential George Jones,I Always Get Lucky with You - Single Version,13,197306,False,0.517,0.291,10,-14.142,1,0.0257,0.821,0.00549,0.121,0.172,71.241,3,honky-tonk
88063,2tgC51q7KZKdYEmrLDJJrA,J Balvin;Bad Bunny;Marciano Cantero,Perreo en Halloween,UN PESO,4,277106,False,0.627,0.675,5,-7.125,0,0.212,0.125,0.0,0.0784,0.961,79.31,4,reggae
82310,0uvIZmM4QbKrIBWcCTaBNe,The Cowboys,Volume 4,I Feel Therefore I Am,25,161974,False,0.42,0.916,10,-5.994,0,0.042,0.000252,0.692,0.251,0.739,131.74,4,power-pop
31099,5XnDEUn0QHWdr2bMJGIL1d,Wisin & Yandel;Chris Brown;T-Pain,Homecoming Latin Party,Algo Me Gusta De Ti,0,274946,False,0.626,0.769,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.949,4,electro
10025,48vDCZIRmrFO33fH4QU4ij,The Prodigy,The Fat of the Land,Smack My Bitch Up,63,343386,True,0.604,0.995,10,-3.641,0,0.164,0.00306,0.626,0.109,0.262,136.216,4,breakbeat
94504,2JefJre9prnzm9ffRYnMM4,JYLPO;Oscar Welsh;Do Do,Next to You,Next to You,59,208461,True,0.459,0.66,9,-6.963,1,0.208,0.918,0.000147,0.121,0.621,179.75,4,sad
24161,3N3Omt7BR5p7jF1HP6vGKj,Inner City;LaRae Starr,Good Luck,Good Luck,13,209002,False,0.596,0.942,2,-4.419,1,0.0481,0.0146,0.0159,0.209,0.482,123.999,4,detroit-techno
80150,4CGBTtlrjZj7ydpV52cgB4,Roop Kumar Rathod,Anwar,Maula Mere Maula,65,364329,False,0.549,0.737,0,-7.865,1,0.0386,0.459,0.00844,0.091,0.412,119.963,4,pop-film
13507,62r9wDRSKAyY6xWBh58bu7,Armando,100 % of Disin U - Remixes,100% of Disin' You,9,223920,False,0.969,0.664,4,-8.638,0,0.327,0.0114,0.351,0.0778,0.736,127.097,4,chicago-house
50267,0xgwhUNd8RBPLvjGr3CnU9,Horcas,Por Tu Honor,Cazador,26,237346,False,0.475,0.973,8,-3.684,1,0.0557,9.24e-05,0.000108,0.297,0.387,137.827,4,heavy-metal
85304,1OUxBM6TphEnDh4EQkNRv1,Plain White T's,Wonders Of The Younger (International Version),Rhythm Of Love,53,200200,False,0.531,0.549,8,-7.895,1,0.0378,0.363,0.0,0.118,0.681,171.781,4,punk-rock
92151,4hAUynwghvrqDXs1ejKNEq,Elvis Presley,Elvis 30 #1 Hits,Can't Help Falling In Love,65,177840,False,0.438,0.325,2,-11.066,1,0.0268,0.893,5e-06,0.107,0.362,101.577,3,rockabilly
33536,5D5fiDX8MhK3lfHJmZZmpt,ONE OK ROCK,Luxury Disease,Save Yourself,58,197995,False,0.503,0.849,5,-2.709,1,0.0615,0.00428,0.0,0.0667,0.762,165.096,4,emo
24305,17kEOjI2b38kNxkCb2WoPW,Octave One,Jazzo Reworks,Jazzo - Original Mix,7,406086,False,0.797,0.624,11,-8.003,0,0.0445,6.6e-05,0.94,0.0907,0.738,126.986,4,detroit-techno
75590,7dYYqmz4oo8cJOrRf9Yqg7,Paul Cardall,Hymns Vol. 2,"In Humility, Our Savior",21,283866,False,0.279,0.13,5,-17.56,1,0.0435,0.981,0.865,0.101,0.276,69.638,4,new-age
55763,7t1GAxH435fSLa0W7CHXrV,Ritviz,Dev,Raahi,46,229615,False,0.719,0.817,1,-8.447,1,0.306,0.132,0.00379,0.0967,0.0747,103.853,4,indian
92794,5ruISdKEabbZ6Rx660zSCA,Toini & The Tomcats,Welcome to the Rock Garden (Vol. I),The Man I Want,23,202986,False,0.588,0.732,6,-3.403,0,0.0346,0.168,0.000537,0.0532,0.751,114.18,4,rockabilly
39930,7bu1HT9EXG5aWcaE925z9d,The Disco Boys;DAZZ,Ballermann Party Hits Megamix 2022.2,Around the World - DAZZ Remix,0,158771,False,0.6,0.911,0,-5.632,1,0.0482,0.00324,0.000373,0.147,0.791,123.931,4,german
69275,22qFgb9wCyUHNKHt4d3Z6l,K. S. Harisankar,Ellam Sheriyakum (Original Motion Picture Soundtrack),Pinnenthe Enthe Mulle,33,280832,False,0.577,0.513,0,-8.775,0,0.0414,0.664,2.27e-06,0.328,0.341,144.904,3,malay
17220,1m2Rimh8YEA6mirZDErK6g,SWARM,Alpha & Omega,Alpha & Omega,47,275044,False,0.256,0.969,2,-5.209,1,0.177,4.39e-05,0.000761,0.135,0.127,144.494,4,club
55706,3DwDpL9QpO5gqPFuHZXUx9,Samar Mehdi,Sukoon,Sukoon,44,184500,False,0.285,0.315,11,-10.124,1,0.0344,0.79,3.67e-05,0.096,0.175,79.886,4,indian
43538,28pN19lOLb7o6CZlCAcflX,Five Finger Death Punch,AfterLife,Judgment Day,65,292804,True,0.528,0.929,9,-4.874,1,0.073,0.000418,0.0,0.258,0.509,148.089,4,groove
69752,6xpQ9SW6wCrTT7RxcbAdzo,Marthyan,Kadhayo,Kadhayo,20,147230,False,0.715,0.737,0,-6.996,1,0.192,0.613,0.0,0.313,0.576,130.064,4,malay
87878,5faGdgen5IBXaZixIWOdzu,Rita Coolidge,Best 70s Rock Tunes,We're All Alone,0,220520,False,0.332,0.429,7,-8.376,1,0.0287,0.356,3.1e-05,0.0619,0.242,128.091,4,r-n-b
39624,2R2FSdlrwb2xpmQTOGEFFW,MiZeb;Zate,Nicht heute,Nicht heute,42,165762,True,0.711,0.765,11,-7.778,0,0.0931,0.344,0.0,0.244,0.222,118.119,4,german
77592,3Lru8nq1cKxP9wlZyJXC4o,Inimigos Da HP,E Quem Não Gosta Do Inimigos...,Uma Noite E Meia,45,200063,False,0.424,0.781,9,-7.505,0,0.0663,0.432,2.84e-06,0.99,0.501,87.29,4,pagode
48670,1IRxvWJQH2C2lEijahaXnj,Backdrop Falls,There’s No Such Place As Home,Big Lie,31,173403,False,0.559,0.881,4,-4.377,0,0.0758,0.000895,0.0,0.0839,0.653,134.9,4,hardcore
98101,7qqnbgkCwchM2CZnATg4nX,Lin-Manuel Miranda;Opetaia Foa'i,Moana (Original Motion Picture Soundtrack/Deluxe Edition),We Know The Way - Finale,36,69120,False,0.495,0.839,9,-8.744,1,0.0529,0.551,7.08e-06,0.0862,0.122,101.08,4,show-tunes
57080,5VSJ9OfZx8V91A7u8Fuoh1,The Local Train,Aalas Ka Pedh,Aaoge Tum Kabhi,56,313163,False,0.534,0.863,0,-4.616,1,0.0357,0.0152,0.0167,0.144,0.374,98.006,4,indie
19538,05fL1P3yj5DLIE9mF7pf1z,The Doobie Brothers,OK Boomers - Top Tunes,What a Fool Believes,0,219573,False,0.646,0.625,8,-8.819,0,0.0336,0.275,0.0,0.086,0.977,120.656,4,country
100652,6dXzYNj8bWhHXL3hmedIa5,Biquini Cavadão,20 Grandes Sucessos De Biquini Cavadao,Vento Ventania,33,259066,False,0.826,0.646,11,-11.089,1,0.137,0.073,0.0,0.147,0.956,90.104,4,ska
26968,0nyNwBPxl3AsYXkgdb5DJT,Jon-Jon Geitel;Anni Kajos,Aladdin (Alkuperäinen Suomalainen Soundtrack),Se on kuin yö,18,175593,False,0.375,0.403,0,-6.73,1,0.0362,0.561,0.0,0.17,0.179,122.452,4,disney
19601,30VHURM5NOfoZmqp2iKawS,Kacey Musgraves,Golden Hour,Butterflies,68,219053,False,0.689,0.614,4,-6.137,0,0.0306,0.252,1.95e-05,0.178,0.411,141.97,4,country
6319,3zjoCDlA31nt9s1QXsEqxr,Mayhem,De Mysteriis Dom Sathanas,De Mysteriis Dom Sathanas,45,381853,False,0.0697,0.816,9,-6.41,1,0.0803,8.74e-06,0.833,0.303,0.0387,179.783,4,black-metal
44447,14EORgkbXqIx5K4Haucmnb,Stone Sour,"House of Gold & Bones, Part 1",Absolute Zero,66,229840,True,0.552,0.988,1,-2.555,0,0.0787,0.000108,0.309,0.846,0.619,139.941,4,grunge
